Mod:Item:MetaData, Localized Name
thermaldynamics:cover:0, Light Gray Strengthened Glass Cover
thermaldynamics:cover:0, Cyan Strengthened Glass Cover
thermaldynamics:cover:0, Purple Strengthened Glass Cover
thermaldynamics:cover:0, Blue Strengthened Glass Cover
thermaldynamics:cover:0, Brown Strengthened Glass Cover
thermaldynamics:cover:0, Green Strengthened Glass Cover
thermaldynamics:cover:0, Red Strengthened Glass Cover
thermaldynamics:cover:0, Black Strengthened Glass Cover
thermaldynamics:cover:0, Creosote Wood Block Cover
thermaldynamics:cover:0, Block of Coal Coke Cover
thermaldynamics:cover:0, Crushed Obsidian Cover
thermaldynamics:cover:0, Abyssal Stone Cover
thermaldynamics:cover:0, Quarried Stone Cover
thermaldynamics:cover:0, White Reinforced Concrete Cover
thermaldynamics:cover:0, Orange Reinforced Concrete Cover
thermaldynamics:cover:0, Magenta Reinforced Concrete Cover
thermaldynamics:cover:0, Light Blue Reinforced Concrete Cover
thermaldynamics:cover:0, Yellow Reinforced Concrete Cover
thermaldynamics:cover:0, Lime Reinforced Concrete Cover
thermaldynamics:cover:0, Pink Reinforced Concrete Cover
thermaldynamics:cover:0, Gray Reinforced Concrete Cover
thermaldynamics:cover:0, Reinforced Concrete Cover
thermaldynamics:cover:0, Cyan Reinforced Concrete Cover
thermaldynamics:cover:0, Purple Reinforced Concrete Cover
thermaldynamics:cover:0, Blue Reinforced Concrete Cover
thermaldynamics:cover:0, Brown Reinforced Concrete Cover
thermaldynamics:cover:0, Green Reinforced Concrete Cover
thermaldynamics:cover:0, Red Reinforced Concrete Cover
thermaldynamics:cover:0, Black Reinforced Concrete Cover
thermaldynamics:cover:0, White Metal Post Cover
thermaldynamics:cover:0, Orange Metal Post Cover
thermaldynamics:cover:0, Magenta Metal Post Cover
thermaldynamics:cover:0, tile.railcraft.post.metal.light_blue.name Cover
thermaldynamics:cover:0, Yellow Metal Post Cover
thermaldynamics:cover:0, Lime Metal Post Cover
thermaldynamics:cover:0, Pink Metal Post Cover
thermaldynamics:cover:0, Gray Metal Post Cover
thermaldynamics:cover:0, tile.railcraft.post.metal.light_gray.name Cover
thermaldynamics:cover:0, Cyan Metal Post Cover
thermaldynamics:cover:0, Purple Metal Post Cover
thermaldynamics:cover:0, Blue Metal Post Cover
thermaldynamics:cover:0, Brown Metal Post Cover
thermaldynamics:cover:0, Green Metal Post Cover
thermaldynamics:cover:0, Red Metal Post Cover
thermaldynamics:cover:0, Black Metal Post Cover
thermaldynamics:cover:0, White Metal Platform Cover
thermaldynamics:cover:0, Orange Metal Platform Cover
thermaldynamics:cover:0, Magenta Metal Platform Cover
thermaldynamics:cover:0, tile.railcraft.post.metal.platform.light_blue.name Cover
thermaldynamics:cover:0, Yellow Metal Platform Cover
thermaldynamics:cover:0, Lime Metal Platform Cover
thermaldynamics:cover:0, Pink Metal Platform Cover
thermaldynamics:cover:0, Gray Metal Platform Cover
thermaldynamics:cover:0, tile.railcraft.post.metal.platform.light_gray.name Cover
thermaldynamics:cover:0, Cyan Metal Platform Cover
thermaldynamics:cover:0, Purple Metal Platform Cover
thermaldynamics:cover:0, Blue Metal Platform Cover
thermaldynamics:cover:0, Brown Metal Platform Cover
thermaldynamics:cover:0, Green Metal Platform Cover
thermaldynamics:cover:0, Red Metal Platform Cover
thermaldynamics:cover:0, Black Metal Platform Cover
thermaldynamics:cover:0, Elevator Track Cover
thermaldynamics:cover:0, Abandoned Track Cover
thermaldynamics:cover:0, Electric Track Cover
thermaldynamics:cover:0, High Speed Track Cover
thermaldynamics:cover:0, High Speed Electric Track Cover
thermaldynamics:cover:0, Reinforced Track Cover
thermaldynamics:cover:0, Strap Iron Track Cover
thermaldynamics:cover:0, Sulfur Ore Cover
thermaldynamics:cover:0, Saltpeter Ore Cover
thermaldynamics:cover:0, Dark Diamond Ore Cover
thermaldynamics:cover:0, Dark Emerald Ore Cover
thermaldynamics:cover:0, Dark Lapis Lazuli Ore Cover
thermaldynamics:cover:0, Copper Ore Cover
thermaldynamics:cover:0, Tin Ore Cover
thermaldynamics:cover:0, Lead Ore Cover
thermaldynamics:cover:0, Silver Ore Cover
thermaldynamics:cover:0, Nickel Ore Cover
thermaldynamics:cover:0, Zinc Ore Cover
thermaldynamics:cover:0, Poor Iron Ore Cover
thermaldynamics:cover:0, Poor Gold Ore Cover
thermaldynamics:cover:0, Poor Copper Ore Cover
thermaldynamics:cover:0, Poor Tin Ore Cover
thermaldynamics:cover:0, Poor Lead Ore Cover
thermaldynamics:cover:0, Poor Silver Ore Cover
thermaldynamics:cover:0, Poor Nickel Ore Cover
thermaldynamics:cover:0, Poor Zinc Ore Cover
thermaldynamics:cover:0, Firestone Ore Cover
thermaldynamics:cover:0, Saltpeter Ore Spawner Cover
thermaldynamics:cover:0, Ender Lilly Cover
thermaldynamics:cover:0, Magical Planks Cover
thermaldynamics:cover:0, Magical Wood Cover
thermaldynamics:cover:0, Diagonal Wood Cover
thermaldynamics:cover:0, Angel Block Cover
thermaldynamics:cover:0, Cursed Earth Cover
thermaldynamics:cover:0, Redstone Clock Cover
thermaldynamics:cover:0, Compressed Cobblestone Cover
thermaldynamics:cover:0, Double Compressed Cobblestone Cover
thermaldynamics:cover:0, Triple Compressed Cobblestone Cover
thermaldynamics:cover:0, Quadruple Compressed Cobblestone Cover
thermaldynamics:cover:0, Quintuple Compressed Cobblestone Cover
thermaldynamics:cover:0, Sextuple Compressed Cobblestone Cover
thermaldynamics:cover:0, Septuple Compressed Cobblestone Cover
thermaldynamics:cover:0, Octuple Compressed Cobblestone Cover
thermaldynamics:cover:0, Compressed Dirt Cover
thermaldynamics:cover:0, Double Compressed Dirt Cover
thermaldynamics:cover:0, Triple Compressed Dirt Cover
thermaldynamics:cover:0, Quadruple Compressed Dirt Cover
thermaldynamics:cover:0, Compressed Sand Cover
thermaldynamics:cover:0, Double Compressed Sand Cover
thermaldynamics:cover:0, Compressed Gravel Cover
thermaldynamics:cover:0, Double Compressed Gravel Cover
thermaldynamics:cover:0, Compressed Netherrack Cover
thermaldynamics:cover:0, Double Compressed Netherrack Cover
thermaldynamics:cover:0, Triple Compressed Netherrack Cover
thermaldynamics:cover:0, Quadruple Compressed Netherrack Cover
thermaldynamics:cover:0, Quintuple Compressed Netherrack Cover
thermaldynamics:cover:0, Sextuple Compressed Netherrack Cover
thermaldynamics:cover:0, Red Orchid Cover
thermaldynamics:cover:0, Power Overload Cover
thermaldynamics:cover:0, Border Stone Cover
thermaldynamics:cover:0, Crossed Stone Cover
thermaldynamics:cover:0, Polished Stone Cover
thermaldynamics:cover:0, Stoneburnt Cover
thermaldynamics:cover:0, Sandy Glass Cover
thermaldynamics:cover:0, Truchet Cover
thermaldynamics:cover:0, Blue Quartz Cover
thermaldynamics:cover:0, Quartzburnt Cover
thermaldynamics:cover:0, Rainbow Stone Cover
thermaldynamics:cover:0, Thickened Glass Cover
thermaldynamics:cover:0, Thickened Glass (Bordered) Cover
thermaldynamics:cover:0, Thickened Glass (Patterned) Cover
thermaldynamics:cover:0, Dark Glass Cover
thermaldynamics:cover:0, Glowing Glass Cover
thermaldynamics:cover:0, Redstone Glass Cover
thermaldynamics:cover:0, Ethereal Glass Cover
thermaldynamics:cover:0, Reverse Ethereal Glass Cover
thermaldynamics:cover:0, Ineffable Glass Cover
thermaldynamics:cover:0, Dark Ineffable Glass Cover
thermaldynamics:cover:0, Transfer Pipe Cover
thermaldynamics:cover:0, Wooden Spikes Cover
thermaldynamics:cover:0, Stone Spikes Cover
thermaldynamics:cover:0, Iron Spikes Cover
thermaldynamics:cover:0, Golden Spikes Cover
thermaldynamics:cover:0, Diamond Spikes Cover
thermaldynamics:cover:0, Creative Spikes Cover
thermaldynamics:cover:0, Redstone Lantern Cover
thermaldynamics:cover:0, Block of Enchanted Metal Cover
thermaldynamics:cover:0, Block of Demon Metal Cover
thermaldynamics:cover:0, Block of Evil Infused Iron Cover
thermaldynamics:cover:0, Bedrock Bricks Cover
thermaldynamics:cover:0, Bedrock Slabs Cover
thermaldynamics:cover:0, Bedrock Cobblestone Cover
thermaldynamics:cover:0, Ferrous-Juniper Leaves Cover
thermaldynamics:cover:0, Burnt Ferrous-Juniper Leaves Cover
thermaldynamics:cover:0, Ferrous-Juniper Log Cover
thermaldynamics:cover:0, Ferrous-Juniper Log Cover
thermaldynamics:cover:0, Ferrous-Juniper Sapling Cover
thermaldynamics:cover:0, Dead Ferrous-Juniper Sapling Cover
thermaldynamics:cover:0, Ferrous-Juniper Planks Cover
thermaldynamics:cover:0, Raw Ferrous-Juniper Planks Cover
thermaldynamics:cover:0, Reinforced Stone Cover
thermaldynamics:cover:0, Reinforced Stone Stairs Cover
thermaldynamics:cover:0, Reinforced Stone Fence Cover
thermaldynamics:cover:0, Reinforced Stone Gate Cover
thermaldynamics:cover:0, Reinforced Stone Brick Cover
thermaldynamics:cover:0, Reinforced Stone Brick Stairs Cover
thermaldynamics:cover:0, Reinforced Stone Brick Fence Cover
thermaldynamics:cover:0, Reinforced Stone Brick Gate Cover
thermaldynamics:cover:0, Reinforced Dirt Cover
thermaldynamics:cover:0, Reinforced Dirt Stairs Cover
thermaldynamics:cover:0, Reinforced Dirt Fence Cover
thermaldynamics:cover:0, Reinforced Dirt Gate Cover
thermaldynamics:cover:0, Reinforced Dirt Brick Cover
thermaldynamics:cover:0, Reinforced Dirt Brick Stairs Cover
thermaldynamics:cover:0, Reinforced Dirt Brick Fence Cover
thermaldynamics:cover:0, Reinforced Dirt Brick Gate Cover
thermaldynamics:cover:0, Stable Stone Cover
thermaldynamics:cover:0, Rimmed Stable Stone Cover
thermaldynamics:cover:0, Rimmed Black Stable Stone Cover
thermaldynamics:cover:0, Black Stable Stone Cover
thermaldynamics:cover:0, Black Rimmed Stable Stone Cover
thermaldynamics:cover:0, Black Rimmed Black Stable Stone Cover
thermaldynamics:cover:0, Blue Stable Stone Cover
thermaldynamics:cover:0, Blue Rimmed Stable Stone Cover
thermaldynamics:cover:0, Blue Rimmed Black Stable Stone Cover
thermaldynamics:cover:0, Brown Stable Stone Cover
thermaldynamics:cover:0, Brown Rimmed Stable Stone Cover
thermaldynamics:cover:0, Brown Rimmed Black Stable Stone Cover
thermaldynamics:cover:0, Cyan Stable Stone Cover
thermaldynamics:cover:0, Cyan Rimmed Stable Stone Cover
thermaldynamics:cover:0, Cyan Rimmed Black Stable Stone Cover
thermaldynamics:cover:0, Green Stable Stone Cover
thermaldynamics:cover:0, Green Rimmed Stable Stone Cover
thermaldynamics:cover:0, Green Rimmed Black Stable Stone Cover
thermaldynamics:cover:0, Light Blue Stable Stone Cover
thermaldynamics:cover:0, Light Blue Rimmed Stable Stone Cover
thermaldynamics:cover:0, Light Blue Rimmed Black Stable Stone Cover
thermaldynamics:cover:0, Light Stable Stone Cover
thermaldynamics:cover:0, Light Rimmed Stable Stone Cover
thermaldynamics:cover:0, Light Rimmed Black Stable Stone Cover
thermaldynamics:cover:0, Lime Stable Stone Cover
thermaldynamics:cover:0, Lime Rimmed Stable Stone Cover
thermaldynamics:cover:0, Lime Rimmed Black Stable Stone Cover
thermaldynamics:cover:0, Magenta Stable Stone Cover
thermaldynamics:cover:0, Magenta Rimmed Stable Stone Cover
thermaldynamics:cover:0, Magenta Rimmed Black Stable Stone Cover
thermaldynamics:cover:0, Orange Stable Stone Cover
thermaldynamics:cover:0, Orange Rimmed Stable Stone Cover
thermaldynamics:cover:0, Orange Rimmed Black Stable Stone Cover
thermaldynamics:cover:0, Pink Stable Stone Cover
thermaldynamics:cover:0, Pink Rimmed Stable Stone Cover
thermaldynamics:cover:0, Pink Rimmed Black Stable Stone Cover
thermaldynamics:cover:0, Plain Stable Stone Cover
thermaldynamics:cover:0, Plain Rimmed Stable Stone Cover
thermaldynamics:cover:0, Plain Rimmed Black Stable Stone Cover
thermaldynamics:cover:0, Purple Stable Stone Cover
thermaldynamics:cover:0, Purple Rimmed Stable Stone Cover
thermaldynamics:cover:0, Purple Rimmed Black Stable Stone Cover
thermaldynamics:cover:0, Red Stable Stone Cover
thermaldynamics:cover:0, Red Rimmed Stable Stone Cover
thermaldynamics:cover:0, Red Rimmed Black Stable Stone Cover
thermaldynamics:cover:0, Yellow Stable Stone Cover
thermaldynamics:cover:0, Yellow Rimmed Stable Stone Cover
thermaldynamics:cover:0, Yellow Rimmed Black  Stable Stone Cover
thermaldynamics:cover:0, Stable Glass Cover
thermaldynamics:cover:0, Clear Stable Glass Cover
thermaldynamics:cover:0, Flux Block Cover
thermaldynamics:cover:0, Mutagen Cover
thermaldynamics:cover:0, Liquid DNA Cover
thermaldynamics:cover:0, Protein Cover
thermaldynamics:cover:0, Alumite Block Cover
thermaldynamics:cover:0, Molten Alumite Cover
thermaldynamics:cover:0, Invar Block Cover
thermaldynamics:cover:0, Molten Osmium Cover
thermaldynamics:cover:0, Molten Refined Obsidian Cover
thermaldynamics:cover:0, Refined Glowstone Cover
thermaldynamics:cover:0, Osgloglas Block Cover
thermaldynamics:cover:0, Molten Osgloglas Cover
thermaldynamics:cover:0, Osmiridium Block Cover
thermaldynamics:cover:0, Molten Osmiridium Cover
thermaldynamics:cover:0, Molten Infinity Cover
thermaldynamics:cover:0, Darkstone Cover
thermaldynamics:cover:0, Darkstone Lamp Cover
thermaldynamics:cover:0, Decorative Darkstone Cover
thermaldynamics:cover:0, Darkstone Tile Cover
thermaldynamics:cover:0, Industrial Grade Graphite Ore Cover
thermaldynamics:cover:0, Glue Trap Cover
thermaldynamics:cover:0, Space (0 ~ Negative Space) Cover
thermaldynamics:cover:0, Space (1 ~ Natural Air) Cover
thermaldynamics:cover:0, Space (2) Cover
thermaldynamics:cover:0, Space (3) Cover
thermaldynamics:cover:0, Space (4) Cover
thermaldynamics:cover:0, Space (5) Cover
thermaldynamics:cover:0, Space (6) Cover
thermaldynamics:cover:0, Space (7) Cover
thermaldynamics:cover:0, Space (8) Cover
thermaldynamics:cover:0, Space (9) Cover
thermaldynamics:cover:0, Space (10) Cover
thermaldynamics:cover:0, Space (11) Cover
thermaldynamics:cover:0, Space (12) Cover
thermaldynamics:cover:0, Space (13) Cover
thermaldynamics:cover:0, Space (14) Cover
thermaldynamics:cover:0, Space (15) Cover
thermaldynamics:cover:0, Solid (0 ~ Natural Floor) Cover
thermaldynamics:cover:0, Solid (1 ~ Barrier) Cover
thermaldynamics:cover:0, Solid (2) Cover
thermaldynamics:cover:0, Solid (3) Cover
thermaldynamics:cover:0, Solid (4) Cover
thermaldynamics:cover:0, Solid (5) Cover
thermaldynamics:cover:0, Solid (6) Cover
thermaldynamics:cover:0, Solid (7) Cover
thermaldynamics:cover:0, Solid (8) Cover
thermaldynamics:cover:0, Solid (9) Cover
thermaldynamics:cover:0, Solid (10) Cover
thermaldynamics:cover:0, Solid (11) Cover
thermaldynamics:cover:0, Solid (12) Cover
thermaldynamics:cover:0, Solid (13) Cover
thermaldynamics:cover:0, Solid (14) Cover
thermaldynamics:cover:0, Solid (15) Cover
thermaldynamics:cover:0, Fluxed Electrum Block Cover
thermaldynamics:cover:0, Flux Crystal Block Cover
thermaldynamics:cover:0, Limiter Rail Cover
simplyjetpacks:itemjetpack:0, Creative Jetpack
simplyjetpacks:itemjetpack:10, Leadstone Jetpack
simplyjetpacks:itemjetpack:11, Hardened Jetpack
simplyjetpacks:itemjetpack:12, Reinforced Jetpack
simplyjetpacks:itemjetpack:13, Resonant Jetpack
simplyjetpacks:itemjetpack:14, Leadstone Jetpack (Armored)
simplyjetpacks:itemjetpack:15, Hardened Jetpack (Armored)
simplyjetpacks:itemjetpack:16, Reinforced Jetpack (Armored)
simplyjetpacks:itemjetpack:17, Resonant Jetpack (Armored)
simplyjetpacks:itemjetpack:18, Flux-Infused JetPlate
simplyjetpacks:metaitem:0, Particle Customizer (Default)
simplyjetpacks:metaitem:1, Particle Customizer (None)
simplyjetpacks:metaitem:2, Particle Customizer (Smoke Only)
simplyjetpacks:metaitem:3, Particle Customizer (Rainbow Smoke)
simplyjetpacks:metaitem:4, Leather Strap
simplyjetpacks:metaitemmods:18, Glowstone Elevation Unit (Empty)
simplyjetpacks:metaitemmods:19, Glowstone Elevation Unit
simplyjetpacks:metaitemmods:20, Cryotheum Coolant Unit (Empty)
simplyjetpacks:metaitemmods:21, Cryotheum Coolant Unit
simplyjetpacks:metaitemmods:22, Iron Armor Plating
simplyjetpacks:metaitemmods:23, Bronze Armor Plating
simplyjetpacks:metaitemmods:24, Invar Armor Plating
simplyjetpacks:metaitemmods:25, Enderium Armor Plating
simplyjetpacks:metaitemmods:26, Leadstone Thruster
simplyjetpacks:metaitemmods:27, Hardened Thruster
simplyjetpacks:metaitemmods:28, Reinforced Thruster
simplyjetpacks:metaitemmods:29, Resonant Thruster
simplyjetpacks:metaitemmods:30, Fluxed Thruster
simplyjetpacks:itemfluxpack:0, Creative Flux Pack
simplyjetpacks:itemfluxpack:6, Leadstone Flux Pack
simplyjetpacks:itemfluxpack:7, Reinforced Flux Pack
simplyjetpacks:itemfluxpack:8, Resonant Flux Pack
simplyjetpacks:itemfluxpack:9, Reinforced Flux Pack (Armored)
simplyjetpacks:itemfluxpack:10, Resonant Flux Pack (Armored)
solarflux:solar_panel_1, Solar Panel I
solarflux:solar_panel_2, Solar Panel II
solarflux:solar_panel_3, Solar Panel III
solarflux:solar_panel_4, Solar Panel IV
solarflux:solar_panel_5, Solar Panel V
solarflux:solar_panel_6, Solar Panel VI
solarflux:solar_panel_7, Solar Panel VII
solarflux:solar_panel_8, Solar Panel VIII
solarflux:solar_panel_neutronium, Neutronium Solar Panel
solarflux:solar_panel_infinity, Solar Panel of Infinity
solarflux:mirror, Mirror
solarflux:photovoltaic_cell_1, Photovoltaic Cell I
solarflux:photovoltaic_cell_2, Photovoltaic Cell II
solarflux:photovoltaic_cell_3, Photovoltaic Cell III
solarflux:photovoltaic_cell_4, Photovoltaic Cell IV
solarflux:photovoltaic_cell_5, Photovoltaic Cell V
solarflux:photovoltaic_cell_6, Photovoltaic Cell VI
solarflux:blank_upgrade, Blank Upgrade
solarflux:efficiency_upgrade, Efficiency Upgrade
solarflux:transfer_rate_upgrade, Transfer Rate Upgrade
solarflux:capacity_upgrade, Capacity Upgrade
solarflux:traversal_upgrade, Machine Traversal Upgrade
solarflux:dispersive_upgrade, Dispersive Upgrade
solarflux:block_charging_upgrade, Block Charging Upgrade
solarflux:furnace_upgrade, Furnace Upgrade
thermalcultivation:watering_can:0, Watering Can (Basic)
thermalcultivation:watering_can:1, Watering Can (Hardened)
thermalcultivation:watering_can:2, Watering Can (Reinforced)
thermalcultivation:watering_can:3, Watering Can (Signalum)
thermalcultivation:watering_can:4, Watering Can (Resonant)
thermalcultivation:watering_can:32000, Watering Can (Creative)
thermalinnovation:drill:0, Fluxbore (Basic)
thermalinnovation:drill:1, Fluxbore (Hardened)
thermalinnovation:drill:2, Fluxbore (Reinforced)
thermalinnovation:drill:3, Fluxbore (Signalum)
thermalinnovation:drill:4, Fluxbore (Resonant)
thermalinnovation:drill:32000, Fluxbore (Creative)
thermalinnovation:saw:0, Fluxsaw (Basic)
thermalinnovation:saw:1, Fluxsaw (Hardened)
thermalinnovation:saw:2, Fluxsaw (Reinforced)
thermalinnovation:saw:3, Fluxsaw (Signalum)
thermalinnovation:saw:4, Fluxsaw (Resonant)
thermalinnovation:saw:32000, Fluxsaw (Creative)
thermalinnovation:magnet:0, Fluxomagnet (Basic)
thermalinnovation:magnet:1, Fluxomagnet (Hardened)
thermalinnovation:magnet:2, Fluxomagnet (Reinforced)
thermalinnovation:magnet:3, Fluxomagnet (Signalum)
thermalinnovation:magnet:4, Fluxomagnet (Resonant)
thermalinnovation:magnet:32000, Fluxomagnet (Creative)
thermalinnovation:injector:0, Hypoinfuser (Basic)
thermalinnovation:injector:1, Hypoinfuser (Hardened)
thermalinnovation:injector:2, Hypoinfuser (Reinforced)
thermalinnovation:injector:3, Hypoinfuser (Signalum)
thermalinnovation:injector:4, Hypoinfuser (Resonant)
thermalinnovation:injector:32000, Hypoinfuser (Creative)
thermalinnovation:quiver:0, Alchemical Quiver (Basic)
thermalinnovation:quiver:1, Alchemical Quiver (Hardened)
thermalinnovation:quiver:2, Alchemical Quiver (Reinforced)
thermalinnovation:quiver:3, Alchemical Quiver (Signalum)
thermalinnovation:quiver:4, Alchemical Quiver (Resonant)
thermalinnovation:quiver:32000, Alchemical Quiver (Creative)
tombmanygraves:death_list, Death Inventory List
translocators:diamond_nugget, Diamond Nugget
translocators:translocator_part:0, Item Translocator
translocators:translocator_part:1, Liquid Translocator
wrcbe:wireless_logic:0, Wireless Transmitter
